C_2ba58216460d43aa986fc0e897537239_0_1	Johnny Unitas [SEP] 1964 MVP season	what team did unitas play for
C_2ba58216460d43aa986fc0e897537239_0_2	Johnny Unitas [SEP] 1964 MVP season [SEP] what team did unitas play for	how many games did the colts win
C_2ba58216460d43aa986fc0e897537239_0_3	Johnny Unitas [SEP] 1964 MVP season [SEP] what team did unitas play for [SEP] how many games did the colts win	who did they play in the playoffs
C_2ba58216460d43aa986fc0e897537239_0_4	Johnny Unitas [SEP] 1964 MVP season [SEP] what team did unitas play for [SEP] how many games did the colts win [SEP] who did they play in the playoffs	did they win the super bowl
C_2ba58216460d43aa986fc0e897537239_0_5	Johnny Unitas [SEP] 1964 MVP season [SEP] what team did unitas play for [SEP] how many games did the colts win [SEP] who did they play in the playoffs [SEP] did they win the super bowl	who did they play in the super bowl
C_2ba58216460d43aa986fc0e897537239_0_6	Johnny Unitas [SEP] 1964 MVP season [SEP] what team did unitas play for [SEP] how many games did the colts win [SEP] who did they play in the playoffs [SEP] did they win the super bowl [SEP] who did they play in the super bowl	what were unitas stats
C_ae269bdc0d524b599736eb69a322d5b1_1_1	Mark Taylor (cricketer) [SEP] Early years	Where was he born?
C_ae269bdc0d524b599736eb69a322d5b1_1_2	Mark Taylor (cricketer) [SEP] Early years [SEP] Where was he born?	What did he do growing up?
C_ae269bdc0d524b599736eb69a322d5b1_1_3	Mark Taylor (cricketer) [SEP] Early years [SEP] Where was he born? [SEP] What did he do growing up?	Are there any other interesting aspects about this article?
C_ae269bdc0d524b599736eb69a322d5b1_1_4	Mark Taylor (cricketer) [SEP] Early years [SEP] Where was he born? [SEP] What did he do growing up? [SEP] Are there any other interesting aspects about this article?	did he win any awards?
C_ae269bdc0d524b599736eb69a322d5b1_1_5	Mark Taylor (cricketer) [SEP] Early years [SEP] Where was he born? [SEP] What did he do growing up? [SEP] Are there any other interesting aspects about this article? [SEP] did he win any awards?	did he win any championships for his school?
C_ae269bdc0d524b599736eb69a322d5b1_1_6	Mark Taylor (cricketer) [SEP] Early years [SEP] Where was he born? [SEP] What did he do growing up? [SEP] Are there any other interesting aspects about this article? [SEP] did he win any awards? [SEP] did he win any championships for his school?	What jobs did he work?
C_ae269bdc0d524b599736eb69a322d5b1_1_7	Mark Taylor (cricketer) [SEP] Early years [SEP] Where was he born? [SEP] What did he do growing up? [SEP] Are there any other interesting aspects about this article? [SEP] did he win any awards? [SEP] did he win any championships for his school? [SEP] What jobs did he work?	Did he go to college?
C_ae269bdc0d524b599736eb69a322d5b1_1_8	Mark Taylor (cricketer) [SEP] Early years [SEP] Where was he born? [SEP] What did he do growing up? [SEP] Are there any other interesting aspects about this article? [SEP] did he win any awards? [SEP] did he win any championships for his school? [SEP] What jobs did he work? [SEP] Did he go to college?	Did he graduate?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_1	Gautam Gambhir [SEP] Indian Premier League	Whe was the Indian premier league?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_2	Gautam Gambhir [SEP] Indian Premier League [SEP] Whe was the Indian premier league?	what did he do as captain?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_3	Gautam Gambhir [SEP] Indian Premier League [SEP] Whe was the Indian premier league? [SEP] what did he do as captain?	did he set any other records?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_4	Gautam Gambhir [SEP] Indian Premier League [SEP] Whe was the Indian premier league? [SEP] what did he do as captain? [SEP] did he set any other records?	did he win any awards?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_5	Gautam Gambhir [SEP] Indian Premier League [SEP] Whe was the Indian premier league? [SEP] what did he do as captain? [SEP] did he set any other records? [SEP] did he win any awards?	Are there any other interesting aspects about this article?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_6	Gautam Gambhir [SEP] Indian Premier League [SEP] Whe was the Indian premier league? [SEP] what did he do as captain? [SEP] did he set any other records? [SEP] did he win any awards? [SEP] Are there any other interesting aspects about this article?	did he play for any other teams?
C_52dfda507a2f476c98e838aa6c80d9e5_1_1	Steve Young [SEP] Montana's backup: 1987-1990	Did Steve Young play any notable games while a backup?
C_52dfda507a2f476c98e838aa6c80d9e5_1_2	Steve Young [SEP] Montana's backup: 1987-1990 [SEP] Did Steve Young play any notable games while a backup?	Did they win that game?
C_52dfda507a2f476c98e838aa6c80d9e5_1_3	Steve Young [SEP] Montana's backup: 1987-1990 [SEP] Did Steve Young play any notable games while a backup? [SEP] Did they win that game?	Did he play any other notable games?
C_52dfda507a2f476c98e838aa6c80d9e5_1_4	Steve Young [SEP] Montana's backup: 1987-1990 [SEP] Did Steve Young play any notable games while a backup? [SEP] Did they win that game? [SEP] Did he play any other notable games?	Who were the 49ers playing in this game?
C_52dfda507a2f476c98e838aa6c80d9e5_1_5	Steve Young [SEP] Montana's backup: 1987-1990 [SEP] Did Steve Young play any notable games while a backup? [SEP] Did they win that game? [SEP] Did he play any other notable games? [SEP] Who were the 49ers playing in this game?	When was this game being played?
C_52dfda507a2f476c98e838aa6c80d9e5_1_6	Steve Young [SEP] Montana's backup: 1987-1990 [SEP] Did Steve Young play any notable games while a backup? [SEP] Did they win that game? [SEP] Did he play any other notable games? [SEP] Who were the 49ers playing in this game? [SEP] When was this game being played?	Was this game played at the 49ers' stadium or the Vikings' stadium?
C_52dfda507a2f476c98e838aa6c80d9e5_1_7	Steve Young [SEP] Montana's backup: 1987-1990 [SEP] Did Steve Young play any notable games while a backup? [SEP] Did they win that game? [SEP] Did he play any other notable games? [SEP] Who were the 49ers playing in this game? [SEP] When was this game being played? [SEP] Was this game played at the 49ers' stadium or the Vikings' stadium?	Did the 49ers play well during the 1987 to 1990 period?
C_52dfda507a2f476c98e838aa6c80d9e5_1_8	Steve Young [SEP] Montana's backup: 1987-1990 [SEP] Did Steve Young play any notable games while a backup? [SEP] Did they win that game? [SEP] Did he play any other notable games? [SEP] Who were the 49ers playing in this game? [SEP] When was this game being played? [SEP] Was this game played at the 49ers' stadium or the Vikings' stadium? [SEP] Did the 49ers play well during the 1987 to 1990 period?	Did they ever get to the Super Bowl while Steve Young was there?
C_44cfa9f1a9614dc1970959a59917acbd_1_1	Foo Fighters [SEP] The Colour and the Shape (1996-1997)	What is the colour and the shape
C_44cfa9f1a9614dc1970959a59917acbd_1_2	Foo Fighters [SEP] The Colour and the Shape (1996-1997) [SEP] What is the colour and the shape	What singles did the album have?
C_44cfa9f1a9614dc1970959a59917acbd_1_3	Foo Fighters [SEP] The Colour and the Shape (1996-1997) [SEP] What is the colour and the shape [SEP] What singles did the album have?	Did they go on tour?
C_44cfa9f1a9614dc1970959a59917acbd_1_4	Foo Fighters [SEP] The Colour and the Shape (1996-1997) [SEP] What is the colour and the shape [SEP] What singles did the album have? [SEP] Did they go on tour?	What are some interesting aspects about this article?
C_44cfa9f1a9614dc1970959a59917acbd_1_5	Foo Fighters [SEP] The Colour and the Shape (1996-1997) [SEP] What is the colour and the shape [SEP] What singles did the album have? [SEP] Did they go on tour? [SEP] What are some interesting aspects about this article?	What other songs did they have that were featured on films?
C_44cfa9f1a9614dc1970959a59917acbd_1_6	Foo Fighters [SEP] The Colour and the Shape (1996-1997) [SEP] What is the colour and the shape [SEP] What singles did the album have? [SEP] Did they go on tour? [SEP] What are some interesting aspects about this article? [SEP] What other songs did they have that were featured on films?	Any others?
C_f615186a82b8421aacb4ca18fca24b42_0_1	Bobby Robson [SEP] International playing career	Where did Robson play internationally?
C_f615186a82b8421aacb4ca18fca24b42_0_2	Bobby Robson [SEP] International playing career [SEP] Where did Robson play internationally?	Where else did he play after 1956?
C_f615186a82b8421aacb4ca18fca24b42_0_3	Bobby Robson [SEP] International playing career [SEP] Where did Robson play internationally? [SEP] Where else did he play after 1956?	Who was he playing for in 1957?
C_f615186a82b8421aacb4ca18fca24b42_0_4	Bobby Robson [SEP] International playing career [SEP] Where did Robson play internationally? [SEP] Where else did he play after 1956? [SEP] Who was he playing for in 1957?	Which team did he play for longest?
C_f615186a82b8421aacb4ca18fca24b42_0_5	Bobby Robson [SEP] International playing career [SEP] Where did Robson play internationally? [SEP] Where else did he play after 1956? [SEP] Who was he playing for in 1957? [SEP] Which team did he play for longest?	What did he do after playing for England?
C_c50f120990f34e0cb4e97ecfbab870af_1_1	Odissi [SEP] Medieval era	Was Odissi an acceptable form of dancing during the Medieval era?
C_c50f120990f34e0cb4e97ecfbab870af_1_2	Odissi [SEP] Medieval era [SEP] Was Odissi an acceptable form of dancing during the Medieval era?	Was Odissi popular form of dancing during the Medieval era?
C_c50f120990f34e0cb4e97ecfbab870af_1_3	Odissi [SEP] Medieval era [SEP] Was Odissi an acceptable form of dancing during the Medieval era? [SEP] Was Odissi popular form of dancing during the Medieval era?	Was there a popular Odissi dancer in this era?
C_c50f120990f34e0cb4e97ecfbab870af_1_4	Odissi [SEP] Medieval era [SEP] Was Odissi an acceptable form of dancing during the Medieval era? [SEP] Was Odissi popular form of dancing during the Medieval era? [SEP] Was there a popular Odissi dancer in this era?	Is there anything significant about Odissi dancing in the Medieval era?
C_c50f120990f34e0cb4e97ecfbab870af_1_5	Odissi [SEP] Medieval era [SEP] Was Odissi an acceptable form of dancing during the Medieval era? [SEP] Was Odissi popular form of dancing during the Medieval era? [SEP] Was there a popular Odissi dancer in this era? [SEP] Is there anything significant about Odissi dancing in the Medieval era?	Was Odissi a good source of income for the performers?
C_c50f120990f34e0cb4e97ecfbab870af_1_6	Odissi [SEP] Medieval era [SEP] Was Odissi an acceptable form of dancing during the Medieval era? [SEP] Was Odissi popular form of dancing during the Medieval era? [SEP] Was there a popular Odissi dancer in this era? [SEP] Is there anything significant about Odissi dancing in the Medieval era? [SEP] Was Odissi a good source of income for the performers?	Were there anyone in the Medieval who did not like this form of dancing?
C_c50f120990f34e0cb4e97ecfbab870af_1_7	Odissi [SEP] Medieval era [SEP] Was Odissi an acceptable form of dancing during the Medieval era? [SEP] Was Odissi popular form of dancing during the Medieval era? [SEP] Was there a popular Odissi dancer in this era? [SEP] Is there anything significant about Odissi dancing in the Medieval era? [SEP] Was Odissi a good source of income for the performers? [SEP] Were there anyone in the Medieval who did not like this form of dancing?	In what arenas were you able to witness the Odissi performers in the Medieval era?
C_ca2198202da140e28165132567967682_1_1	Enya [SEP] 2008-present: And Winter Came... and Dark Sky Island	Can you provide me with a little information on And Winter Came..and Dark Sky Island?
C_ca2198202da140e28165132567967682_1_2	Enya [SEP] 2008-present: And Winter Came... and Dark Sky Island [SEP] Can you provide me with a little information on And Winter Came..and Dark Sky Island?	Is this the name of a music group?
C_ca2198202da140e28165132567967682_1_3	Enya [SEP] 2008-present: And Winter Came... and Dark Sky Island [SEP] Can you provide me with a little information on And Winter Came..and Dark Sky Island? [SEP] Is this the name of a music group?	What was all involved in the making of this album?
C_ca2198202da140e28165132567967682_1_4	Enya [SEP] 2008-present: And Winter Came... and Dark Sky Island [SEP] Can you provide me with a little information on And Winter Came..and Dark Sky Island? [SEP] Is this the name of a music group? [SEP] What was all involved in the making of this album?	Is her winter-themed album popular?
C_ca2198202da140e28165132567967682_1_5	Enya [SEP] 2008-present: And Winter Came... and Dark Sky Island [SEP] Can you provide me with a little information on And Winter Came..and Dark Sky Island? [SEP] Is this the name of a music group? [SEP] What was all involved in the making of this album? [SEP] Is her winter-themed album popular?	What did she do after this success?
C_ca2198202da140e28165132567967682_1_6	Enya [SEP] 2008-present: And Winter Came... and Dark Sky Island [SEP] Can you provide me with a little information on And Winter Came..and Dark Sky Island? [SEP] Is this the name of a music group? [SEP] What was all involved in the making of this album? [SEP] Is her winter-themed album popular? [SEP] What did she do after this success?	What did she focus on during her break?
C_8b166a2b96a4446b96aec0b2fd24bb06_1_1	Hillary Clinton [SEP] Early life and education	Where did Clinton grow up?
C_8b166a2b96a4446b96aec0b2fd24bb06_1_2	Hillary Clinton [SEP] Early life and education [SEP] Where did Clinton grow up?	Where did she live after Chicago?
C_8b166a2b96a4446b96aec0b2fd24bb06_1_3	Hillary Clinton [SEP] Early life and education [SEP] Where did Clinton grow up? [SEP] Where did she live after Chicago?	What did her parents do for a living?
C_8b166a2b96a4446b96aec0b2fd24bb06_1_4	Hillary Clinton [SEP] Early life and education [SEP] Where did Clinton grow up? [SEP] Where did she live after Chicago? [SEP] What did her parents do for a living?	Did she have siblings?
C_55326ebad6b0415ea8430f68d8c986f4_1_1	Havelock Ellis [SEP] Sexual impulse in youth	What was his view on sexual impulse in the youth?
C_55326ebad6b0415ea8430f68d8c986f4_1_2	Havelock Ellis [SEP] Sexual impulse in youth [SEP] What was his view on sexual impulse in the youth?	How does he feel they experience it differently?
C_55326ebad6b0415ea8430f68d8c986f4_1_3	Havelock Ellis [SEP] Sexual impulse in youth [SEP] What was his view on sexual impulse in the youth? [SEP] How does he feel they experience it differently?	Does he think that the youth are more sexually active than older people?
C_55326ebad6b0415ea8430f68d8c986f4_1_4	Havelock Ellis [SEP] Sexual impulse in youth [SEP] What was his view on sexual impulse in the youth? [SEP] How does he feel they experience it differently? [SEP] Does he think that the youth are more sexually active than older people?	Why did he come to this conclusion?
C_55326ebad6b0415ea8430f68d8c986f4_1_5	Havelock Ellis [SEP] Sexual impulse in youth [SEP] What was his view on sexual impulse in the youth? [SEP] How does he feel they experience it differently? [SEP] Does he think that the youth are more sexually active than older people? [SEP] Why did he come to this conclusion?	Were the recalling of sensations more in females or males?
C_55326ebad6b0415ea8430f68d8c986f4_1_6	Havelock Ellis [SEP] Sexual impulse in youth [SEP] What was his view on sexual impulse in the youth? [SEP] How does he feel they experience it differently? [SEP] Does he think that the youth are more sexually active than older people? [SEP] Why did he come to this conclusion? [SEP] Were the recalling of sensations more in females or males?	Who were the other authors?
C_55326ebad6b0415ea8430f68d8c986f4_1_7	Havelock Ellis [SEP] Sexual impulse in youth [SEP] What was his view on sexual impulse in the youth? [SEP] How does he feel they experience it differently? [SEP] Does he think that the youth are more sexually active than older people? [SEP] Why did he come to this conclusion? [SEP] Were the recalling of sensations more in females or males? [SEP] Who were the other authors?	Did he have any thoughts on the hereditary of sexual excitement?
C_217351d2fd5a4a9bb19386d270564876_1_1	David Frost [SEP] That Was the Week That Was (TW3)	What was David Frost job?
C_217351d2fd5a4a9bb19386d270564876_1_2	David Frost [SEP] That Was the Week That Was (TW3) [SEP] What was David Frost job?	In what country was That was the week that was been produce?
C_217351d2fd5a4a9bb19386d270564876_1_3	David Frost [SEP] That Was the Week That Was (TW3) [SEP] What was David Frost job? [SEP] In what country was That was the week that was been produce?	Was it successful?
C_217351d2fd5a4a9bb19386d270564876_1_4	David Frost [SEP] That Was the Week That Was (TW3) [SEP] What was David Frost job? [SEP] In what country was That was the week that was been produce? [SEP] Was it successful?	Was it published to other country?
C_217351d2fd5a4a9bb19386d270564876_1_5	David Frost [SEP] That Was the Week That Was (TW3) [SEP] What was David Frost job? [SEP] In what country was That was the week that was been produce? [SEP] Was it successful? [SEP] Was it published to other country?	How successful did it get?
C_217351d2fd5a4a9bb19386d270564876_1_6	David Frost [SEP] That Was the Week That Was (TW3) [SEP] What was David Frost job? [SEP] In what country was That was the week that was been produce? [SEP] Was it successful? [SEP] Was it published to other country? [SEP] How successful did it get?	Did he get other shows that was popular?
C_217351d2fd5a4a9bb19386d270564876_1_7	David Frost [SEP] That Was the Week That Was (TW3) [SEP] What was David Frost job? [SEP] In what country was That was the week that was been produce? [SEP] Was it successful? [SEP] Was it published to other country? [SEP] How successful did it get? [SEP] Did he get other shows that was popular?	Did he get a partner on his job?
C_217351d2fd5a4a9bb19386d270564876_1_8	David Frost [SEP] That Was the Week That Was (TW3) [SEP] What was David Frost job? [SEP] In what country was That was the week that was been produce? [SEP] Was it successful? [SEP] Was it published to other country? [SEP] How successful did it get? [SEP] Did he get other shows that was popular? [SEP] Did he get a partner on his job?	Are there any other interesting aspects about this article?
C_217351d2fd5a4a9bb19386d270564876_1_9	David Frost [SEP] That Was the Week That Was (TW3) [SEP] What was David Frost job? [SEP] In what country was That was the week that was been produce? [SEP] Was it successful? [SEP] Was it published to other country? [SEP] How successful did it get? [SEP] Did he get other shows that was popular? [SEP] Did he get a partner on his job? [SEP] Are there any other interesting aspects about this article?	Is Frost incapable?
C_1183ad7f6a684fc28b80ad594e48035d_0_1	Martha and the Vandellas [SEP] Motown major hit years (1962-1968)	What happened during motown major hit years?
C_1183ad7f6a684fc28b80ad594e48035d_0_2	Martha and the Vandellas [SEP] Motown major hit years (1962-1968) [SEP] What happened during motown major hit years?	What happened after that?
C_1183ad7f6a684fc28b80ad594e48035d_0_3	Martha and the Vandellas [SEP] Motown major hit years (1962-1968) [SEP] What happened during motown major hit years? [SEP] What happened after that?	Can you tell me how long did it stay on the charts?
C_1183ad7f6a684fc28b80ad594e48035d_0_4	Martha and the Vandellas [SEP] Motown major hit years (1962-1968) [SEP] What happened during motown major hit years? [SEP] What happened after that? [SEP] Can you tell me how long did it stay on the charts?	What were some of their major hits?
C_1183ad7f6a684fc28b80ad594e48035d_0_5	Martha and the Vandellas [SEP] Motown major hit years (1962-1968) [SEP] What happened during motown major hit years? [SEP] What happened after that? [SEP] Can you tell me how long did it stay on the charts? [SEP] What were some of their major hits?	Were they popular among a lot of people?
C_1183ad7f6a684fc28b80ad594e48035d_0_6	Martha and the Vandellas [SEP] Motown major hit years (1962-1968) [SEP] What happened during motown major hit years? [SEP] What happened after that? [SEP] Can you tell me how long did it stay on the charts? [SEP] What were some of their major hits? [SEP] Were they popular among a lot of people?	What other things took place after that?
C_1183ad7f6a684fc28b80ad594e48035d_0_7	Martha and the Vandellas [SEP] Motown major hit years (1962-1968) [SEP] What happened during motown major hit years? [SEP] What happened after that? [SEP] Can you tell me how long did it stay on the charts? [SEP] What were some of their major hits? [SEP] Were they popular among a lot of people? [SEP] What other things took place after that?	Did they go on to continue to be successful?
C_1183ad7f6a684fc28b80ad594e48035d_0_8	Martha and the Vandellas [SEP] Motown major hit years (1962-1968) [SEP] What happened during motown major hit years? [SEP] What happened after that? [SEP] Can you tell me how long did it stay on the charts? [SEP] What were some of their major hits? [SEP] Were they popular among a lot of people? [SEP] What other things took place after that? [SEP] Did they go on to continue to be successful?	Any other important aspects regarding their major hit years?
